Index,Filename,Tag,InferenceTime(s),Timestamp
1551,frame_001551.tiff,Inference1551,0.0477,2025-06-11 13:34:52
1552,frame_001552.tiff,Inference1552,0.0457,2025-06-11 13:34:52
1553,frame_001553.tiff,Inference1553,0.038,2025-06-11 13:34:52
1554,frame_001554.tiff,Inference1554,0.0303,2025-06-11 13:34:52
1555,frame_001555.tiff,Inference1555,0.044,2025-06-11 13:34:52
1556,frame_001556.tiff,Inference1556,0.0357,2025-06-11 13:34:52
1557,frame_001557.tiff,Inference1557,0.0394,2025-06-11 13:34:52
1558,frame_001558.tiff,Inference1558,0.0494,2025-06-11 13:34:52
1559,frame_001559.tiff,Inference1559,0.0381,2025-06-11 13:34:52
1560,frame_001560.tiff,Inference1560,0.0451,2025-06-11 13:34:52
1561,frame_001561.tiff,Inference1561,0.0383,2025-06-11 13:34:53
1562,frame_001562.tiff,Inference1562,0.0348,2025-06-11 13:34:53
1563,frame_001563.tiff,Inference1563,0.0375,2025-06-11 13:34:53
1564,frame_001564.tiff,Inference1564,0.0415,2025-06-11 13:34:53
1565,frame_001565.tiff,Inference1565,0.0319,2025-06-11 13:34:53
1566,frame_001566.tiff,Inference1566,0.0462,2025-06-11 13:34:53
1567,frame_001567.tiff,Inference1567,0.0373,2025-06-11 13:34:53
1568,frame_001568.tiff,Inference1568,0.0395,2025-06-11 13:34:53
1569,frame_001569.tiff,Inference1569,0.0305,2025-06-11 13:34:53
1570,frame_001570.tiff,Inference1570,0.03,2025-06-11 13:34:53
1571,frame_001571.tiff,Inference1571,0.0323,2025-06-11 13:34:53
1572,frame_001572.tiff,Inference1572,0.0418,2025-06-11 13:34:53
1573,frame_001573.tiff,Inference1573,0.0413,2025-06-11 13:34:53
1574,frame_001574.tiff,Inference1574,0.0497,2025-06-11 13:34:53
1575,frame_001575.tiff,Inference1575,0.0402,2025-06-11 13:34:53
1576,frame_001576.tiff,Inference1576,0.0398,2025-06-11 13:34:53
1577,frame_001577.tiff,Inference1577,0.03,2025-06-11 13:34:53
1578,frame_001578.tiff,Inference1578,0.0399,2025-06-11 13:34:53
1579,frame_001579.tiff,Inference1579,0.0409,2025-06-11 13:34:53
1580,frame_001580.tiff,Inference1580,0.0446,2025-06-11 13:34:53
1581,frame_001581.tiff,Inference1581,0.047,2025-06-11 13:34:53
1582,frame_001582.tiff,Inference1582,0.0486,2025-06-11 13:34:53
1583,frame_001583.tiff,Inference1583,0.0435,2025-06-11 13:34:53
1584,frame_001584.tiff,Inference1584,0.0442,2025-06-11 13:34:53
1585,frame_001585.tiff,Inference1585,0.0463,2025-06-11 13:34:53
1586,frame_001586.tiff,Inference1586,0.0423,2025-06-11 13:34:53
1587,frame_001587.tiff,Inference1587,0.0338,2025-06-11 13:34:53
1588,frame_001588.tiff,Inference1588,0.0432,2025-06-11 13:34:53
1589,frame_001589.tiff,Inference1589,0.0376,2025-06-11 13:34:53
1590,frame_001590.tiff,Inference1590,0.0418,2025-06-11 13:34:53
1591,frame_001591.tiff,Inference1591,0.0472,2025-06-11 13:34:54
1592,frame_001592.tiff,Inference1592,0.0495,2025-06-11 13:34:54
1593,frame_001593.tiff,Inference1593,0.0435,2025-06-11 13:34:54
1594,frame_001594.tiff,Inference1594,0.0456,2025-06-11 13:34:54
1595,frame_001595.tiff,Inference1595,0.0422,2025-06-11 13:34:54
1596,frame_001596.tiff,Inference1596,0.0424,2025-06-11 13:34:54
1597,frame_001597.tiff,Inference1597,0.0445,2025-06-11 13:34:54
1598,frame_001598.tiff,Inference1598,0.03,2025-06-11 13:34:54
1599,frame_001599.tiff,Inference1599,0.0447,2025-06-11 13:34:54
1600,frame_001600.tiff,Inference1600,0.0376,2025-06-11 13:34:54
1601,frame_001601.tiff,Inference1601,0.0361,2025-06-11 13:34:54
1602,frame_001602.tiff,Inference1602,0.0424,2025-06-11 13:34:54
1603,frame_001603.tiff,Inference1603,0.0557,2025-06-11 13:34:54
1604,frame_001604.tiff,Inference1604,0.0347,2025-06-11 13:34:54
1605,frame_001605.tiff,Inference1605,0.0436,2025-06-11 13:34:54
1606,frame_001606.tiff,Inference1606,0.0359,2025-06-11 13:34:54
1607,frame_001607.tiff,Inference1607,0.0358,2025-06-11 13:34:54
1608,frame_001608.tiff,Inference1608,0.0385,2025-06-11 13:34:54
1609,frame_001609.tiff,Inference1609,0.0475,2025-06-11 13:34:54
1610,frame_001610.tiff,Inference1610,0.0329,2025-06-11 13:34:54
1611,frame_001611.tiff,Inference1611,0.041,2025-06-11 13:34:54
1612,frame_001612.tiff,Inference1612,0.0412,2025-06-11 13:34:54
1613,frame_001613.tiff,Inference1613,0.0463,2025-06-11 13:34:54
1614,frame_001614.tiff,Inference1614,0.0364,2025-06-11 13:34:54
1615,frame_001615.tiff,Inference1615,0.0352,2025-06-11 13:34:54
1616,frame_001616.tiff,Inference1616,0.0384,2025-06-11 13:34:54
1617,frame_001617.tiff,Inference1617,0.0512,2025-06-11 13:34:54
1618,frame_001618.tiff,Inference1618,0.0394,2025-06-11 13:34:54
1619,frame_001619.tiff,Inference1619,0.0526,2025-06-11 13:34:54
1620,frame_001620.tiff,Inference1620,0.045,2025-06-11 13:34:54
1621,frame_001621.tiff,Inference1621,0.0367,2025-06-11 13:34:55
1622,frame_001622.tiff,Inference1622,0.0346,2025-06-11 13:34:55
1623,frame_001623.tiff,Inference1623,0.046,2025-06-11 13:34:55
1624,frame_001624.tiff,Inference1624,0.0364,2025-06-11 13:34:55
1625,frame_001625.tiff,Inference1625,0.0455,2025-06-11 13:34:55
1626,frame_001626.tiff,Inference1626,0.0472,2025-06-11 13:34:55
1627,frame_001627.tiff,Inference1627,0.0452,2025-06-11 13:34:55
1628,frame_001628.tiff,Inference1628,0.0402,2025-06-11 13:34:55
1629,frame_001629.tiff,Inference1629,0.0412,2025-06-11 13:34:55
1630,frame_001630.tiff,Inference1630,0.0499,2025-06-11 13:34:55
1631,frame_001631.tiff,Inference1631,0.0426,2025-06-11 13:34:55
1632,frame_001632.tiff,Inference1632,0.0312,2025-06-11 13:34:55
1633,frame_001633.tiff,Inference1633,0.049,2025-06-11 13:34:55
1634,frame_001634.tiff,Inference1634,0.0379,2025-06-11 13:34:55
1635,frame_001635.tiff,Inference1635,0.0464,2025-06-11 13:34:55
1636,frame_001636.tiff,Inference1636,0.0416,2025-06-11 13:34:55
1637,frame_001637.tiff,Inference1637,0.0469,2025-06-11 13:34:55
1638,frame_001638.tiff,Inference1638,0.0469,2025-06-11 13:34:55
1639,frame_001639.tiff,Inference1639,0.0448,2025-06-11 13:34:55
1640,frame_001640.tiff,Inference1640,0.0342,2025-06-11 13:34:55
1641,frame_001641.tiff,Inference1641,0.0467,2025-06-11 13:34:55
1642,frame_001642.tiff,Inference1642,0.0391,2025-06-11 13:34:55
1643,frame_001643.tiff,Inference1643,0.0495,2025-06-11 13:34:55
1644,frame_001644.tiff,Inference1644,0.0413,2025-06-11 13:34:55
1645,frame_001645.tiff,Inference1645,0.0477,2025-06-11 13:34:55
1646,frame_001646.tiff,Inference1646,0.0467,2025-06-11 13:34:55
1647,frame_001647.tiff,Inference1647,0.0452,2025-06-11 13:34:55
1648,frame_001648.tiff,Inference1648,0.0426,2025-06-11 13:34:55
1649,frame_001649.tiff,Inference1649,0.0387,2025-06-11 13:34:55
1650,frame_001650.tiff,Inference1650,0.0431,2025-06-11 13:34:55
1651,frame_001651.tiff,Inference1651,0.0514,2025-06-11 13:34:56
1652,frame_001652.tiff,Inference1652,0.0366,2025-06-11 13:34:56
1653,frame_001653.tiff,Inference1653,0.0511,2025-06-11 13:34:56
1654,frame_001654.tiff,Inference1654,0.042,2025-06-11 13:34:56
1655,frame_001655.tiff,Inference1655,0.0513,2025-06-11 13:34:56
1656,frame_001656.tiff,Inference1656,0.0341,2025-06-11 13:34:56
1657,frame_001657.tiff,Inference1657,0.0534,2025-06-11 13:34:56
1658,frame_001658.tiff,Inference1658,0.0306,2025-06-11 13:34:56
1659,frame_001659.tiff,Inference1659,0.0395,2025-06-11 13:34:56
1660,frame_001660.tiff,Inference1660,0.038,2025-06-11 13:34:56
1661,frame_001661.tiff,Inference1661,0.0447,2025-06-11 13:34:56
1662,frame_001662.tiff,Inference1662,0.0428,2025-06-11 13:34:56
1663,frame_001663.tiff,Inference1663,0.0416,2025-06-11 13:34:56
1664,frame_001664.tiff,Inference1664,0.04,2025-06-11 13:34:56
1665,frame_001665.tiff,Inference1665,0.0505,2025-06-11 13:34:56
1666,frame_001666.tiff,Inference1666,0.043,2025-06-11 13:34:56
1667,frame_001667.tiff,Inference1667,0.0477,2025-06-11 13:34:56
1668,frame_001668.tiff,Inference1668,0.0432,2025-06-11 13:34:56
1669,frame_001669.tiff,Inference1669,0.0399,2025-06-11 13:34:56
1670,frame_001670.tiff,Inference1670,0.0303,2025-06-11 13:34:56
1671,frame_001671.tiff,Inference1671,0.0466,2025-06-11 13:34:56
1672,frame_001672.tiff,Inference1672,0.0509,2025-06-11 13:34:56
1673,frame_001673.tiff,Inference1673,0.0413,2025-06-11 13:34:56
1674,frame_001674.tiff,Inference1674,0.0415,2025-06-11 13:34:56
1675,frame_001675.tiff,Inference1675,0.0443,2025-06-11 13:34:56
1676,frame_001676.tiff,Inference1676,0.0396,2025-06-11 13:34:56
1677,frame_001677.tiff,Inference1677,0.0434,2025-06-11 13:34:56
1678,frame_001678.tiff,Inference1678,0.0454,2025-06-11 13:34:56
1679,frame_001679.tiff,Inference1679,0.0412,2025-06-11 13:34:56
1680,frame_001680.tiff,Inference1680,0.0421,2025-06-11 13:34:56
1681,frame_001681.tiff,Inference1681,0.0485,2025-06-11 13:34:57
1682,frame_001682.tiff,Inference1682,0.03,2025-06-11 13:34:57
1683,frame_001683.tiff,Inference1683,0.0411,2025-06-11 13:34:57
1684,frame_001684.tiff,Inference1684,0.0386,2025-06-11 13:34:57
1685,frame_001685.tiff,Inference1685,0.046,2025-06-11 13:34:57
1686,frame_001686.tiff,Inference1686,0.0448,2025-06-11 13:34:57
1687,frame_001687.tiff,Inference1687,0.0459,2025-06-11 13:34:57
1688,frame_001688.tiff,Inference1688,0.044,2025-06-11 13:34:57
1689,frame_001689.tiff,Inference1689,0.0397,2025-06-11 13:34:57
1690,frame_001690.tiff,Inference1690,0.0492,2025-06-11 13:34:57
1691,frame_001691.tiff,Inference1691,0.0432,2025-06-11 13:34:57
1692,frame_001692.tiff,Inference1692,0.0485,2025-06-11 13:34:57
1693,frame_001693.tiff,Inference1693,0.0487,2025-06-11 13:34:57
1694,frame_001694.tiff,Inference1694,0.0447,2025-06-11 13:34:57
1695,frame_001695.tiff,Inference1695,0.0403,2025-06-11 13:34:57
1696,frame_001696.tiff,Inference1696,0.0473,2025-06-11 13:34:57
1697,frame_001697.tiff,Inference1697,0.0435,2025-06-11 13:34:57
1698,frame_001698.tiff,Inference1698,0.0365,2025-06-11 13:34:57
1699,frame_001699.tiff,Inference1699,0.0405,2025-06-11 13:34:57
1700,frame_001700.tiff,Inference1700,0.039,2025-06-11 13:34:57
1701,frame_001701.tiff,Inference1701,0.0476,2025-06-11 13:34:57
1702,frame_001702.tiff,Inference1702,0.0477,2025-06-11 13:34:57
1703,frame_001703.tiff,Inference1703,0.0363,2025-06-11 13:34:57
1704,frame_001704.tiff,Inference1704,0.03,2025-06-11 13:34:57
1705,frame_001705.tiff,Inference1705,0.0408,2025-06-11 13:34:57
1706,frame_001706.tiff,Inference1706,0.0369,2025-06-11 13:34:57
1707,frame_001707.tiff,Inference1707,0.0469,2025-06-11 13:34:57
1708,frame_001708.tiff,Inference1708,0.0469,2025-06-11 13:34:57
1709,frame_001709.tiff,Inference1709,0.03,2025-06-11 13:34:57
1710,frame_001710.tiff,Inference1710,0.0437,2025-06-11 13:34:57
1711,frame_001711.tiff,Inference1711,0.0379,2025-06-11 13:34:58
1712,frame_001712.tiff,Inference1712,0.04,2025-06-11 13:34:58
1713,frame_001713.tiff,Inference1713,0.0396,2025-06-11 13:34:58
1714,frame_001714.tiff,Inference1714,0.03,2025-06-11 13:34:58
1715,frame_001715.tiff,Inference1715,0.0514,2025-06-11 13:34:58
1716,frame_001716.tiff,Inference1716,0.0568,2025-06-11 13:34:58
1717,frame_001717.tiff,Inference1717,0.0379,2025-06-11 13:34:58
1718,frame_001718.tiff,Inference1718,0.0531,2025-06-11 13:34:58
1719,frame_001719.tiff,Inference1719,0.0362,2025-06-11 13:34:58
1720,frame_001720.tiff,Inference1720,0.0431,2025-06-11 13:34:58
1721,frame_001721.tiff,Inference1721,0.0383,2025-06-11 13:34:58
1722,frame_001722.tiff,Inference1722,0.0408,2025-06-11 13:34:58
1723,frame_001723.tiff,Inference1723,0.0317,2025-06-11 13:34:58
1724,frame_001724.tiff,Inference1724,0.0451,2025-06-11 13:34:58
1725,frame_001725.tiff,Inference1725,0.0365,2025-06-11 13:34:58
1726,frame_001726.tiff,Inference1726,0.049,2025-06-11 13:34:58
1727,frame_001727.tiff,Inference1727,0.0435,2025-06-11 13:34:58
1728,frame_001728.tiff,Inference1728,0.0567,2025-06-11 13:34:58
1729,frame_001729.tiff,Inference1729,0.0405,2025-06-11 13:34:58
1730,frame_001730.tiff,Inference1730,0.0484,2025-06-11 13:34:58
1731,frame_001731.tiff,Inference1731,0.0301,2025-06-11 13:34:58
1732,frame_001732.tiff,Inference1732,0.048,2025-06-11 13:34:58
1733,frame_001733.tiff,Inference1733,0.0405,2025-06-11 13:34:58
1734,frame_001734.tiff,Inference1734,0.0451,2025-06-11 13:34:58
1735,frame_001735.tiff,Inference1735,0.0413,2025-06-11 13:34:58
1736,frame_001736.tiff,Inference1736,0.035,2025-06-11 13:34:58
1737,frame_001737.tiff,Inference1737,0.0557,2025-06-11 13:34:58
1738,frame_001738.tiff,Inference1738,0.0481,2025-06-11 13:34:58
1739,frame_001739.tiff,Inference1739,0.0429,2025-06-11 13:34:58
1740,frame_001740.tiff,Inference1740,0.0381,2025-06-11 13:34:58
1741,frame_001741.tiff,Inference1741,0.0341,2025-06-11 13:34:59
1742,frame_001742.tiff,Inference1742,0.0439,2025-06-11 13:34:59
1743,frame_001743.tiff,Inference1743,0.0422,2025-06-11 13:34:59
1744,frame_001744.tiff,Inference1744,0.0416,2025-06-11 13:34:59
1745,frame_001745.tiff,Inference1745,0.0444,2025-06-11 13:34:59
1746,frame_001746.tiff,Inference1746,0.0414,2025-06-11 13:34:59
1747,frame_001747.tiff,Inference1747,0.0488,2025-06-11 13:34:59
1748,frame_001748.tiff,Inference1748,0.0469,2025-06-11 13:34:59
1749,frame_001749.tiff,Inference1749,0.0445,2025-06-11 13:34:59
1750,frame_001750.tiff,Inference1750,0.0441,2025-06-11 13:34:59
1751,frame_001751.tiff,Inference1751,0.0364,2025-06-11 13:34:59
1752,frame_001752.tiff,Inference1752,0.0377,2025-06-11 13:34:59
1753,frame_001753.tiff,Inference1753,0.0459,2025-06-11 13:34:59
1754,frame_001754.tiff,Inference1754,0.0365,2025-06-11 13:34:59
1755,frame_001755.tiff,Inference1755,0.0411,2025-06-11 13:34:59
1756,frame_001756.tiff,Inference1756,0.0378,2025-06-11 13:34:59
1757,frame_001757.tiff,Inference1757,0.0361,2025-06-11 13:34:59
1758,frame_001758.tiff,Inference1758,0.0455,2025-06-11 13:34:59
1759,frame_001759.tiff,Inference1759,0.051,2025-06-11 13:34:59
1760,frame_001760.tiff,Inference1760,0.0469,2025-06-11 13:34:59
1761,frame_001761.tiff,Inference1761,0.0364,2025-06-11 13:34:59
1762,frame_001762.tiff,Inference1762,0.0301,2025-06-11 13:34:59
1763,frame_001763.tiff,Inference1763,0.0367,2025-06-11 13:34:59
1764,frame_001764.tiff,Inference1764,0.033,2025-06-11 13:34:59
1765,frame_001765.tiff,Inference1765,0.0472,2025-06-11 13:34:59
1766,frame_001766.tiff,Inference1766,0.0378,2025-06-11 13:34:59
1767,frame_001767.tiff,Inference1767,0.0311,2025-06-11 13:34:59
1768,frame_001768.tiff,Inference1768,0.0372,2025-06-11 13:34:59
1769,frame_001769.tiff,Inference1769,0.0473,2025-06-11 13:34:59
1770,frame_001770.tiff,Inference1770,0.0514,2025-06-11 13:34:59
1771,frame_001771.tiff,Inference1771,0.03,2025-06-11 13:35:00
1772,frame_001772.tiff,Inference1772,0.0433,2025-06-11 13:35:00
1773,frame_001773.tiff,Inference1773,0.051,2025-06-11 13:35:00
1774,frame_001774.tiff,Inference1774,0.04,2025-06-11 13:35:00
1775,frame_001775.tiff,Inference1775,0.0395,2025-06-11 13:35:00
1776,frame_001776.tiff,Inference1776,0.0397,2025-06-11 13:35:00
1777,frame_001777.tiff,Inference1777,0.0347,2025-06-11 13:35:00
1778,frame_001778.tiff,Inference1778,0.0486,2025-06-11 13:35:00
1779,frame_001779.tiff,Inference1779,0.0377,2025-06-11 13:35:00
1780,frame_001780.tiff,Inference1780,0.0429,2025-06-11 13:35:00
1781,frame_001781.tiff,Inference1781,0.0305,2025-06-11 13:35:00
1782,frame_001782.tiff,Inference1782,0.0365,2025-06-11 13:35:00
1783,frame_001783.tiff,Inference1783,0.0436,2025-06-11 13:35:00
1784,frame_001784.tiff,Inference1784,0.0391,2025-06-11 13:35:00
1785,frame_001785.tiff,Inference1785,0.0433,2025-06-11 13:35:00
1786,frame_001786.tiff,Inference1786,0.049,2025-06-11 13:35:00
1787,frame_001787.tiff,Inference1787,0.0416,2025-06-11 13:35:00
1788,frame_001788.tiff,Inference1788,0.0443,2025-06-11 13:35:00
1789,frame_001789.tiff,Inference1789,0.0364,2025-06-11 13:35:00
1790,frame_001790.tiff,Inference1790,0.0338,2025-06-11 13:35:00
1791,frame_001791.tiff,Inference1791,0.0385,2025-06-11 13:35:00
1792,frame_001792.tiff,Inference1792,0.0423,2025-06-11 13:35:00
1793,frame_001793.tiff,Inference1793,0.0434,2025-06-11 13:35:00
1794,frame_001794.tiff,Inference1794,0.0487,2025-06-11 13:35:00
1795,frame_001795.tiff,Inference1795,0.0414,2025-06-11 13:35:00
1796,frame_001796.tiff,Inference1796,0.0328,2025-06-11 13:35:00
1797,frame_001797.tiff,Inference1797,0.0475,2025-06-11 13:35:00
1798,frame_001798.tiff,Inference1798,0.036,2025-06-11 13:35:00
1799,frame_001799.tiff,Inference1799,0.0357,2025-06-11 13:35:00
1800,frame_001800.tiff,Inference1800,0.0551,2025-06-11 13:35:00
1801,frame_001801.tiff,Inference1801,0.0561,2025-06-11 13:35:01
1802,frame_001802.tiff,Inference1802,0.0483,2025-06-11 13:35:01
1803,frame_001803.tiff,Inference1803,0.0379,2025-06-11 13:35:01
1804,frame_001804.tiff,Inference1804,0.0401,2025-06-11 13:35:01
1805,frame_001805.tiff,Inference1805,0.0345,2025-06-11 13:35:01
1806,frame_001806.tiff,Inference1806,0.0374,2025-06-11 13:35:01
1807,frame_001807.tiff,Inference1807,0.0433,2025-06-11 13:35:01
1808,frame_001808.tiff,Inference1808,0.0391,2025-06-11 13:35:01
1809,frame_001809.tiff,Inference1809,0.0456,2025-06-11 13:35:01
1810,frame_001810.tiff,Inference1810,0.0352,2025-06-11 13:35:01
1811,frame_001811.tiff,Inference1811,0.0374,2025-06-11 13:35:01
1812,frame_001812.tiff,Inference1812,0.0495,2025-06-11 13:35:01
1813,frame_001813.tiff,Inference1813,0.0403,2025-06-11 13:35:01
1814,frame_001814.tiff,Inference1814,0.0435,2025-06-11 13:35:01
1815,frame_001815.tiff,Inference1815,0.0434,2025-06-11 13:35:01
1816,frame_001816.tiff,Inference1816,0.0396,2025-06-11 13:35:01
1817,frame_001817.tiff,Inference1817,0.0463,2025-06-11 13:35:01
1818,frame_001818.tiff,Inference1818,0.0404,2025-06-11 13:35:01
1819,frame_001819.tiff,Inference1819,0.0509,2025-06-11 13:35:01
1820,frame_001820.tiff,Inference1820,0.0427,2025-06-11 13:35:01
1821,frame_001821.tiff,Inference1821,0.03,2025-06-11 13:35:01
1822,frame_001822.tiff,Inference1822,0.0406,2025-06-11 13:35:01
1823,frame_001823.tiff,Inference1823,0.0374,2025-06-11 13:35:01
1824,frame_001824.tiff,Inference1824,0.0333,2025-06-11 13:35:01
1825,frame_001825.tiff,Inference1825,0.0448,2025-06-11 13:35:01
1826,frame_001826.tiff,Inference1826,0.0417,2025-06-11 13:35:01
1827,frame_001827.tiff,Inference1827,0.0483,2025-06-11 13:35:01
1828,frame_001828.tiff,Inference1828,0.0396,2025-06-11 13:35:01
1829,frame_001829.tiff,Inference1829,0.0402,2025-06-11 13:35:01
1830,frame_001830.tiff,Inference1830,0.0451,2025-06-11 13:35:01
1831,frame_001831.tiff,Inference1831,0.0458,2025-06-11 13:35:02
1832,frame_001832.tiff,Inference1832,0.0505,2025-06-11 13:35:02
1833,frame_001833.tiff,Inference1833,0.0518,2025-06-11 13:35:02
1834,frame_001834.tiff,Inference1834,0.0377,2025-06-11 13:35:02
1835,frame_001835.tiff,Inference1835,0.0499,2025-06-11 13:35:02
1836,frame_001836.tiff,Inference1836,0.0375,2025-06-11 13:35:02
1837,frame_001837.tiff,Inference1837,0.0405,2025-06-11 13:35:02
1838,frame_001838.tiff,Inference1838,0.03,2025-06-11 13:35:02
1839,frame_001839.tiff,Inference1839,0.051,2025-06-11 13:35:02
1840,frame_001840.tiff,Inference1840,0.033,2025-06-11 13:35:02
1841,frame_001841.tiff,Inference1841,0.0402,2025-06-11 13:35:02
1842,frame_001842.tiff,Inference1842,0.0506,2025-06-11 13:35:02
1843,frame_001843.tiff,Inference1843,0.045,2025-06-11 13:35:02
1844,frame_001844.tiff,Inference1844,0.0389,2025-06-11 13:35:02
1845,frame_001845.tiff,Inference1845,0.0383,2025-06-11 13:35:02
1846,frame_001846.tiff,Inference1846,0.03,2025-06-11 13:35:02
1847,frame_001847.tiff,Inference1847,0.0432,2025-06-11 13:35:02
1848,frame_001848.tiff,Inference1848,0.0475,2025-06-11 13:35:02
1849,frame_001849.tiff,Inference1849,0.0393,2025-06-11 13:35:02
1850,frame_001850.tiff,Inference1850,0.042,2025-06-11 13:35:02
1851,frame_001851.tiff,Inference1851,0.0559,2025-06-11 13:35:02
1852,frame_001852.tiff,Inference1852,0.0392,2025-06-11 13:35:02
1853,frame_001853.tiff,Inference1853,0.044,2025-06-11 13:35:02
1854,frame_001854.tiff,Inference1854,0.0454,2025-06-11 13:35:02
1855,frame_001855.tiff,Inference1855,0.0399,2025-06-11 13:35:02
1856,frame_001856.tiff,Inference1856,0.0358,2025-06-11 13:35:02
1857,frame_001857.tiff,Inference1857,0.0367,2025-06-11 13:35:02
1858,frame_001858.tiff,Inference1858,0.0371,2025-06-11 13:35:02
1859,frame_001859.tiff,Inference1859,0.0456,2025-06-11 13:35:02
1860,frame_001860.tiff,Inference1860,0.0544,2025-06-11 13:35:02
1861,frame_001861.tiff,Inference1861,0.0394,2025-06-11 13:35:03
1862,frame_001862.tiff,Inference1862,0.0457,2025-06-11 13:35:03
1863,frame_001863.tiff,Inference1863,0.046,2025-06-11 13:35:03
1864,frame_001864.tiff,Inference1864,0.0458,2025-06-11 13:35:03
1865,frame_001865.tiff,Inference1865,0.0352,2025-06-11 13:35:03
1866,frame_001866.tiff,Inference1866,0.0521,2025-06-11 13:35:03
1867,frame_001867.tiff,Inference1867,0.0491,2025-06-11 13:35:03
1868,frame_001868.tiff,Inference1868,0.03,2025-06-11 13:35:03
1869,frame_001869.tiff,Inference1869,0.0433,2025-06-11 13:35:03
1870,frame_001870.tiff,Inference1870,0.0486,2025-06-11 13:35:03
1871,frame_001871.tiff,Inference1871,0.042,2025-06-11 13:35:03
1872,frame_001872.tiff,Inference1872,0.0449,2025-06-11 13:35:03
1873,frame_001873.tiff,Inference1873,0.045,2025-06-11 13:35:03
1874,frame_001874.tiff,Inference1874,0.0452,2025-06-11 13:35:03
1875,frame_001875.tiff,Inference1875,0.0417,2025-06-11 13:35:03
1876,frame_001876.tiff,Inference1876,0.0368,2025-06-11 13:35:03
1877,frame_001877.tiff,Inference1877,0.0444,2025-06-11 13:35:03
1878,frame_001878.tiff,Inference1878,0.0363,2025-06-11 13:35:03
1879,frame_001879.tiff,Inference1879,0.0433,2025-06-11 13:35:03
1880,frame_001880.tiff,Inference1880,0.0491,2025-06-11 13:35:03
1881,frame_001881.tiff,Inference1881,0.0427,2025-06-11 13:35:03
1882,frame_001882.tiff,Inference1882,0.046,2025-06-11 13:35:03
1883,frame_001883.tiff,Inference1883,0.0449,2025-06-11 13:35:03
1884,frame_001884.tiff,Inference1884,0.0455,2025-06-11 13:35:03
1885,frame_001885.tiff,Inference1885,0.0384,2025-06-11 13:35:03
1886,frame_001886.tiff,Inference1886,0.0399,2025-06-11 13:35:03
1887,frame_001887.tiff,Inference1887,0.0497,2025-06-11 13:35:03
1888,frame_001888.tiff,Inference1888,0.0403,2025-06-11 13:35:03
1889,frame_001889.tiff,Inference1889,0.0328,2025-06-11 13:35:03
1890,frame_001890.tiff,Inference1890,0.0527,2025-06-11 13:35:03
1891,frame_001891.tiff,Inference1891,0.0457,2025-06-11 13:35:04
1892,frame_001892.tiff,Inference1892,0.0461,2025-06-11 13:35:04
1893,frame_001893.tiff,Inference1893,0.0441,2025-06-11 13:35:04
1894,frame_001894.tiff,Inference1894,0.0531,2025-06-11 13:35:04
1895,frame_001895.tiff,Inference1895,0.0423,2025-06-11 13:35:04
1896,frame_001896.tiff,Inference1896,0.0461,2025-06-11 13:35:04
1897,frame_001897.tiff,Inference1897,0.0406,2025-06-11 13:35:04
1898,frame_001898.tiff,Inference1898,0.046,2025-06-11 13:35:04
1899,frame_001899.tiff,Inference1899,0.0338,2025-06-11 13:35:04
1900,frame_001900.tiff,Inference1900,0.0463,2025-06-11 13:35:04
1901,frame_001901.tiff,Inference1901,0.034,2025-06-11 13:35:04
1902,frame_001902.tiff,Inference1902,0.0418,2025-06-11 13:35:04
1903,frame_001903.tiff,Inference1903,0.0478,2025-06-11 13:35:04
1904,frame_001904.tiff,Inference1904,0.0409,2025-06-11 13:35:04
1905,frame_001905.tiff,Inference1905,0.0501,2025-06-11 13:35:04
1906,frame_001906.tiff,Inference1906,0.0314,2025-06-11 13:35:04
1907,frame_001907.tiff,Inference1907,0.0377,2025-06-11 13:35:04
1908,frame_001908.tiff,Inference1908,0.0392,2025-06-11 13:35:04
1909,frame_001909.tiff,Inference1909,0.0379,2025-06-11 13:35:04
1910,frame_001910.tiff,Inference1910,0.0452,2025-06-11 13:35:04
1911,frame_001911.tiff,Inference1911,0.0427,2025-06-11 13:35:04
1912,frame_001912.tiff,Inference1912,0.0383,2025-06-11 13:35:04
1913,frame_001913.tiff,Inference1913,0.0455,2025-06-11 13:35:04
1914,frame_001914.tiff,Inference1914,0.041,2025-06-11 13:35:04
1915,frame_001915.tiff,Inference1915,0.0438,2025-06-11 13:35:04
1916,frame_001916.tiff,Inference1916,0.0383,2025-06-11 13:35:04
1917,frame_001917.tiff,Inference1917,0.0369,2025-06-11 13:35:04
1918,frame_001918.tiff,Inference1918,0.044,2025-06-11 13:35:04
1919,frame_001919.tiff,Inference1919,0.0452,2025-06-11 13:35:04
1920,frame_001920.tiff,Inference1920,0.0378,2025-06-11 13:35:04
1921,frame_001921.tiff,Inference1921,0.0427,2025-06-11 13:35:05
1922,frame_001922.tiff,Inference1922,0.0466,2025-06-11 13:35:05
1923,frame_001923.tiff,Inference1923,0.0397,2025-06-11 13:35:05
1924,frame_001924.tiff,Inference1924,0.0422,2025-06-11 13:35:05
1925,frame_001925.tiff,Inference1925,0.0368,2025-06-11 13:35:05
1926,frame_001926.tiff,Inference1926,0.0363,2025-06-11 13:35:05
1927,frame_001927.tiff,Inference1927,0.0308,2025-06-11 13:35:05
1928,frame_001928.tiff,Inference1928,0.0374,2025-06-11 13:35:05
1929,frame_001929.tiff,Inference1929,0.0432,2025-06-11 13:35:05
