Time (s),Power (W)
21.415,3.336
21.417,3.744
21.419,3.592
21.421,4.208
21.423,5.14
21.425,5.204
21.427,4.856
21.429,4.792
21.431,4.836
21.433,4.372
21.435,4.104
21.437,4.032
21.439,3.728
21.44,3.636
21.442,3.368
21.445,3.676
21.447,3.276
21.449,3.768
21.451,3.552
21.453,3.54
21.454,3.776
21.456,3.632
21.458,3.436
21.46,4.468
21.462,5.06
21.464,5.4
21.466,4.776
21.468,4.836
21.47,4.976
21.472,4.044
21.474,4.496
21.476,4.216
21.478,3.532
21.479,3.572
21.481,3.284
21.483,3.58
21.485,3.672
21.487,3.708
21.489,3.704
21.491,3.748
21.492,3.56
21.494,3.38
21.496,3.684
21.498,4.764
21.5,5.264
21.502,5.12
21.504,4.456
21.506,4.832
21.508,4.496
21.51,4.056
21.512,4.344
21.513,3.908
21.515,3.596
21.517,3.672
21.52,3.236
21.522,3.644
21.524,3.584
21.526,3.488
21.528,3.652
21.53,3.592
21.532,3.336
21.534,4.36
21.536,5.172
21.538,5.144
21.54,4.824
21.542,4.64
21.544,4.936
21.546,4.724
21.548,4.056
21.55,4.208
21.552,3.84
21.554,3.336
21.556,3.636
21.558,3.872
21.56,3.416
21.562,3.808
21.563,3.472
21.565,3.644
21.567,3.616
21.57,3.356
21.572,3.672
21.574,5.012
21.576,5.156
21.578,5.068
21.58,4.756
21.582,4.816
21.584,4.128
21.586,4.2
21.588,4.24
21.591,3.344
21.592,3.888
21.594,3.472
21.596,3.428
21.598,3.704
21.599,3.592
21.601,3.644
21.603,3.704
21.605,3.184
21.606,3.756
21.608,3.468
21.61,4.884
21.612,5.328
21.614,5.06
21.616,4.548
21.618,4.856
21.62,4.876
21.622,4.372
21.624,4.248
21.626,4.18
21.628,3.572
21.63,3.48
21.632,3.644
21.634,3.58
21.636,3.736
21.638,3.624
21.639,3.416
21.641,3.724
21.643,3.348
21.645,3.56
21.647,3.544
21.649,4.648
21.651,5.212
21.653,4.836
21.655,4.412
21.657,4.868
21.659,4.56
21.661,4.372
21.663,4.304
21.665,4.188
21.667,3.604
21.669,3.416
21.671,3.716
21.673,3.664
21.675,3.54
21.677,3.932
21.679,3.584
21.681,3.436
21.683,3.688
21.685,3.592
21.687,4.64
21.689,4.92
21.691,4.868
21.693,4.568
21.695,4.608
21.697,5.012
21.699,4.36
21.701,4.108
21.703,4.14
21.705,3.944
21.707,3.604
21.709,3.724
21.711,3.508
21.713,3.644
21.715,3.592
21.717,3.416
21.719,3.616
21.721,3.672
21.723,3.4
21.725,4.176
21.727,4.824
21.729,5.012
21.731,4.98
21.733,4.3
21.735,5.264
21.737,5.092
21.739,4.3
21.741,4.22
21.743,4.084
21.745,3.524
21.747,3.452
21.749,3.76
21.751,3.52
21.753,3.636
21.755,3.652
21.757,3.316
21.759,3.768
21.76,3.212
21.762,3.86
21.764,4.288
21.766,4.98
21.768,5.224
21.77,4.876
21.772,4.824
21.774,4.948
21.776,4.36
21.778,4.268
21.78,3.952
21.782,3.508
21.784,3.92
21.785,3.356
21.786,3.776
21.788,3.564
21.79,3.492
21.793,3.676
21.795,3.308
21.797,3.728
21.798,3.584
21.8,3.42
21.802,4.992
21.804,5.02
21.806,4.6
21.808,4.988
21.81,4.864
21.813,4.352
21.815,3.972
21.816,4.188
21.818,3.636
21.82,3.436
21.822,3.788
21.824,3.448
21.826,3.596
21.828,3.708
21.829,3.272
21.831,3.724
21.833,3.408
21.835,3.744
21.837,3.636
21.839,4.752
21.841,5.08
21.843,5.04
21.845,4.288
21.847,4.876
21.849,4.796
21.851,4.108
21.853,3.892
21.855,4.24
21.857,3.564
21.859,3.524
21.861,3.96
21.862,4.032
21.864,3.468
21.866,3.892
21.868,3.38
21.869,3.58
21.871,3.656
21.873,3.58
21.875,4.148
21.877,5.08
21.879,5.204
21.881,5.02
21.883,4.612
21.885,4.824
21.887,4.248
21.889,4.372
21.891,4.36
21.893,3.508
21.895,3.748
21.897,3.532
21.899,3.408
21.901,3.596
21.903,3.4
21.905,3.716
21.907,3.688
21.91,3.468
21.912,3.776
21.914,3.892
21.916,5.048
21.918,5.124
21.92,5.14
21.922,4.876
21.924,5.028
21.926,4.436
21.928,4.364
21.931,4.412
21.932,3.796
21.934,4.076
21.936,4.148
21.938,4.084
21.939,4.524
21.941,3.984
21.943,3.8
21.945,3.744
21.947,3.236
21.949,3.736
21.951,3.616
21.953,4.052
21.955,5.012
21.957,5.212
21.959,5.06
21.961,4.92
21.963,5.02
21.965,4.868
21.967,3.524
21.969,3.76
21.971,3.604
21.973,3.736
21.974,3.848
21.976,3.42
21.978,4.524
21.98,4.18
21.982,4.032
21.984,3.756
21.986,3.788
21.987,4.068
21.99,4.084
21.992,5.1
21.994,5.228
21.996,5.464
21.998,5.084
22.0,4.156
22.002,4.376
22.004,5.0
22.005,4.832
22.007,3.4
22.009,3.724
22.011,3.892
22.013,3.368
22.015,3.86
22.017,4.352
22.019,4.248
22.02,4.268
22.022,3.776
22.024,3.612
22.026,3.728
22.028,4.476
22.03,5.1
22.032,5.14
22.034,5.388
22.036,4.7
22.038,4.124
22.04,4.404
22.043,4.868
22.045,4.088
22.047,3.684
22.049,3.88
22.051,3.428
22.053,3.86
22.054,3.388
22.056,4.412
22.058,4.488
22.06,4.3
22.062,3.58
22.064,3.912
22.066,4.868
22.068,5.368
22.07,5.388
22.072,5.212
22.074,5.0
22.076,5.068
22.078,4.648
22.08,4.844
22.081,4.404
22.083,3.82
22.085,3.888
22.087,4.004
22.089,3.688
22.091,3.868
22.093,3.716
22.095,3.984
22.097,4.424
22.1,4.392
22.102,4.464
22.104,4.416
22.106,4.672
22.108,5.708
22.11,5.688
22.112,5.164
22.114,5.172
22.116,4.34
22.118,4.724
22.12,4.232
22.123,4.528
22.124,4.076
22.126,3.84
22.128,3.984
22.13,3.944
22.132,3.892
22.134,3.612
22.136,3.9
22.138,4.088
22.14,4.176
22.142,4.28
22.144,5.336
22.146,5.472
22.148,5.368
22.15,5.472
22.152,5.1
22.154,5.256
22.156,3.688
22.158,4.052
22.16,4.508
22.162,4.288
22.163,4.484
22.165,4.216
22.167,3.448
22.169,3.544
22.171,3.748
22.173,3.644
22.175,3.848
22.176,3.76
22.178,3.396
22.18,3.96
22.182,5.212
22.184,4.908
22.186,5.288
22.188,4.66
22.19,4.92
22.192,4.72
22.194,4.26
22.196,4.208
22.198,4.32
22.2,3.832
22.202,3.656
22.203,3.86
22.205,3.46
22.206,3.788
22.208,3.696
22.21,3.5
22.212,3.716
22.215,3.86
22.217,3.604
22.219,5.336
22.221,4.94
22.223,5.236
22.225,4.896
22.227,5.0
22.229,4.404
22.231,4.32
22.233,4.496
22.236,3.92
22.238,4.032
22.24,3.768
22.241,3.56
22.243,3.952
22.245,3.724
22.247,3.448
22.248,3.84
22.25,3.236
22.252,3.808
22.254,3.46
22.256,3.924
22.258,5.284
22.26,5.264
22.262,4.936
22.264,4.464
22.266,5.012
22.268,4.824
22.27,3.868
22.272,4.396
22.274,4.012
22.276,3.78
22.278,3.436
22.28,3.872
22.281,3.328
22.283,3.932
22.285,3.616
22.287,3.532
22.289,3.736
22.291,3.604
22.293,3.756
22.295,4.548
22.297,4.976
22.299,5.412
22.301,5.156
22.303,4.612
22.305,4.744
22.307,4.856
22.309,4.068
22.311,3.996
22.313,4.032
22.315,3.664
22.317,3.78
22.319,3.728
22.321,3.868
22.322,3.44
22.324,3.768
22.325,3.644
22.327,3.452
22.329,3.748
22.331,3.78
22.333,4.476
22.335,5.316
22.337,5.328
22.339,4.868
22.341,4.928
22.343,4.908
22.345,4.352
22.347,4.312
22.348,4.292
22.35,3.508
22.353,3.768
22.355,3.46
22.357,3.832
22.359,3.828
22.36,3.748
22.362,4.148
22.364,3.744
22.366,3.408
22.367,3.78
22.369,3.224
22.371,4.228
22.373,5.316
22.375,5.308
22.377,4.836
22.379,4.72
22.381,4.988
22.383,4.704
22.385,3.852
22.387,4.272
22.389,3.868
22.391,3.472
22.393,3.828
22.394,3.748
22.396,3.524
22.398,3.84
22.4,3.532
22.401,3.708
22.403,3.704
22.405,3.448
22.407,3.768
22.409,4.56
22.411,5.204
22.413,5.184
22.415,4.896
22.417,4.796
22.419,4.7
22.421,4.56
22.422,4.524
22.424,4.248
22.426,3.636
22.428,3.748
22.429,3.552
22.432,3.76
22.434,3.564
22.435,3.56
22.437,3.9
22.439,3.696
22.441,3.58
22.442,3.704
22.444,3.344
22.446,4.56
22.448,5.236
22.45,4.976
22.452,4.988
22.454,4.976
22.456,4.416
22.458,4.136
22.46,4.396
22.462,3.564
22.465,3.76
22.467,3.924
22.469,3.652
22.471,3.748
22.473,3.736
22.474,3.452
22.476,3.748
22.477,3.612
22.478,3.524
22.48,3.94
22.482,4.876
22.484,5.144
22.486,4.864
22.488,4.816
22.49,5.1
22.492,5.032
22.494,4.136
22.496,4.2
22.498,3.92
22.5,3.776
22.502,3.316
22.503,3.728
22.505,3.42
22.507,3.644
22.509,3.612
22.51,3.368
22.512,3.78
22.514,3.46
22.516,3.564
22.518,3.964
22.52,4.896
22.522,5.02
22.524,5.008
22.526,4.588
22.528,4.988
22.53,4.628
22.532,4.292
22.534,4.416
22.535,3.736
22.537,3.656
22.539,3.42
22.541,3.684
22.542,3.676
22.545,3.356
22.547,3.76
22.549,3.472
22.551,3.584
22.553,3.636
22.555,3.408
22.557,3.632
22.559,4.752
22.561,5.028
22.564,4.732
22.566,4.684
22.568,4.832
22.57,4.24
22.571,3.984
22.573,4.396
22.575,3.408
22.577,3.584
22.578,3.256
22.58,3.796
22.582,3.232
22.584,3.724
22.585,3.472
22.587,3.54
22.589,3.664
22.59,3.296
22.592,3.82
22.594,4.976
22.596,5.156
22.598,4.752
22.6,4.66
22.602,5.1
22.604,4.884
22.606,4.58
22.608,4.352
22.609,4.056
22.611,3.684
22.613,3.316
22.615,3.816
22.617,3.44
22.619,3.596
22.621,3.552
22.623,3.46
22.626,3.708
22.628,3.8
22.631,4.776
22.633,5.164
22.635,5.012
22.637,4.744
22.639,4.848
22.641,4.252
22.643,4.448
22.645,4.16
22.646,3.596
22.649,3.744
22.651,3.296
22.652,3.8
22.654,3.512
22.657,3.636
22.659,3.388
22.661,3.656
22.663,3.684
22.665,3.328
22.667,3.92
22.669,4.904
22.671,4.888
22.673,4.796
22.675,4.56
22.677,4.956
22.679,4.412
22.681,4.272
22.683,4.136
22.685,3.768
22.687,3.46
22.688,3.5
22.69,3.596
22.692,3.408
22.694,3.652
22.695,3.428
22.697,3.736
22.699,3.512
22.7,3.46
22.701,3.572
22.703,4.004
22.705,5.012
22.707,5.164
22.709,4.94
22.711,4.6
22.713,4.632
22.715,4.904
22.717,4.076
22.719,4.032
22.721,3.932
22.723,3.704
22.724,3.768
22.727,3.98
22.729,3.508
22.731,3.908
22.732,3.652
22.734,3.512
22.736,3.604
22.738,3.532
22.739,3.664
22.741,3.748
22.743,4.64
22.745,4.868
22.747,5.228
22.749,4.64
22.751,4.884
22.753,4.468
22.755,4.372
22.757,4.156
22.759,3.992
22.761,3.676
22.763,3.452
22.764,3.716
22.766,3.304
22.767,3.744
22.769,3.552
22.77,3.416
22.772,3.652
22.774,3.416
22.776,3.664
22.778,3.96
22.78,4.868
22.782,5.028
22.784,4.904
22.786,4.548
22.788,4.96
22.79,4.684
22.792,4.252
22.794,4.268
22.796,4.22
22.798,3.468
22.8,3.728
22.801,3.416
22.803,3.724
22.805,3.744
22.806,3.508
22.808,3.604
22.81,3.616
22.813,3.44
22.815,3.736
22.817,4.868
22.819,5.228
22.821,5.04
22.823,4.732
22.825,4.62
22.827,4.568
22.829,4.188
22.831,4.288
22.834,3.76
22.836,3.284
22.837,3.868
22.839,3.512
22.841,3.708
22.842,3.684
22.844,3.724
22.846,3.736
22.848,3.716
22.849,3.656
22.851,3.468
22.853,3.972
22.855,4.928
22.857,5.048
22.859,5.212
22.861,4.18
22.863,4.916
22.865,4.896
22.867,3.892
22.869,4.384
22.871,3.544
22.873,3.572
22.875,3.5
22.876,3.688
22.878,3.38
22.88,3.716
22.882,3.236
22.883,3.776
22.885,3.624
22.887,3.552
22.889,4.068
22.891,4.528
22.893,4.988
22.895,5.392
22.897,5.336
22.899,5.08
22.901,5.14
22.903,4.548
22.905,4.436
22.907,4.108
22.908,4.024
22.91,3.436
22.912,4.056
22.914,3.632
22.916,3.796
22.918,3.552
22.92,3.8
22.922,3.664
22.925,3.944
22.927,3.52
22.929,3.992
22.931,4.804
22.933,5.248
22.935,5.028
22.937,5.248
22.939,5.212
22.942,4.288
22.944,4.628
22.946,4.312
22.948,4.108
22.95,3.788
22.952,3.716
22.954,3.88
22.956,3.54
22.958,3.796
22.96,3.78
22.962,3.696
22.964,3.868
22.965,3.416
22.967,3.964
22.969,4.868
22.971,5.536
22.973,5.452
22.975,4.64
22.977,5.068
22.979,5.012
22.981,4.516
22.982,3.92
22.984,4.476
22.986,3.624
22.988,3.408
22.99,3.816
22.992,3.696
22.994,3.54
22.995,3.852
22.997,3.796
22.999,3.852
23.001,3.872
23.002,3.408
23.004,4.108
23.006,5.4
23.008,5.104
23.01,5.212
23.012,4.712
23.014,5.08
23.016,4.956
23.018,4.404
23.02,4.14
23.022,4.312
23.024,3.816
23.026,3.408
23.027,3.912
23.029,3.596
23.031,3.592
23.033,3.676
23.036,3.336
23.038,3.76
23.04,3.58
23.042,3.604
23.044,3.924
23.046,4.692
23.048,5.192
23.051,4.628
23.053,5.048
23.055,4.916
23.056,4.384
23.058,4.168
23.06,4.052
23.062,3.828
23.063,3.564
23.065,3.748
23.067,3.56
23.069,3.5
23.07,3.684
23.072,3.192
23.074,3.828
23.076,3.544
23.078,3.42
23.08,3.664
23.082,4.66
23.084,5.244
23.086,5.132
23.088,4.404
23.09,4.548
23.092,4.68
23.094,4.364
23.096,4.672
23.098,3.996
23.1,3.364
23.102,3.684
23.103,3.54
23.105,3.376
23.107,3.632
23.109,3.56
23.11,3.54
23.112,3.88
23.114,3.316
23.116,3.808
23.118,3.972
23.12,4.98
23.122,5.212
23.124,4.916
23.126,4.536
23.128,4.74
23.13,4.548
23.132,4.14
23.134,4.396
23.135,3.776
23.137,3.388
23.139,3.596
23.141,3.632
23.144,3.324
23.146,3.736
23.148,3.532
23.15,3.676
23.152,3.584
23.154,3.58
23.155,3.724
23.157,3.716
23.159,4.332
23.161,5.164
23.163,5.156
23.165,4.672
23.167,4.864
23.169,4.088
23.172,4.268
23.174,4.3
23.176,3.512
23.178,3.436
23.179,3.776
23.181,3.328
23.183,3.612
23.185,3.624
23.187,3.204
23.189,3.744
23.191,3.44
23.192,3.552
23.194,3.908
23.196,4.936
23.198,5.08
23.2,4.976
23.202,4.324
23.204,4.672
23.206,4.468
23.208,4.3
23.21,4.14
23.211,3.584
23.213,3.728
23.215,3.632
23.217,3.44
23.219,3.84
23.221,4.068
23.223,3.448
23.225,3.78
23.226,3.524
23.228,3.508
23.23,3.604
23.232,3.756
23.234,5.012
23.236,5.212
23.238,5.068
23.24,4.7
23.242,4.936
23.244,4.668
23.246,4.032
23.248,4.312
23.25,3.8
23.252,3.56
23.254,3.616
23.257,3.512
23.259,3.624
23.261,3.808
23.263,3.584
23.265,3.592
23.267,3.58
23.269,3.552
23.27,3.54
23.272,3.808
23.274,4.74
23.276,4.812
23.278,5.212
23.28,4.672
23.282,4.888
23.284,4.72
23.286,4.196
23.288,4.036
23.29,4.364
23.291,3.376
23.293,3.616
23.295,3.612
23.296,3.324
23.298,3.716
23.3,3.252
23.302,3.704
23.303,3.48
23.305,3.428
23.307,3.664
23.309,4.188
23.311,4.628
23.313,5.192
23.315,5.1
23.317,4.628
23.319,4.876
23.321,4.464
23.323,4.084
23.324,4.208
23.326,3.816
23.328,3.324
23.33,3.644
23.332,3.8
23.334,3.448
23.336,3.868
23.337,3.42
23.339,3.672
23.341,3.696
23.343,3.564
23.346,3.816
23.348,5.576
23.35,5.288
23.352,5.132
23.354,4.824
23.356,4.816
23.358,4.54
23.36,4.036
23.362,4.18
23.364,4.016
23.366,3.644
23.368,3.428
23.37,3.724
23.372,3.76
23.374,3.364
23.376,3.76
23.378,3.652
23.38,3.5
23.382,3.688
23.384,3.656
23.386,4.54
23.388,4.74
23.39,5.492
23.392,4.96
23.394,4.62
23.396,4.756
23.398,4.148
23.4,4.252
23.402,4.432
23.404,3.376
23.406,3.696
23.408,3.632
23.411,3.452
23.413,3.684
23.415,3.84
23.417,3.512
23.419,3.42
23.421,3.716
23.423,3.58
23.425,3.364
23.427,4.508
23.429,5.124
23.431,5.36
23.433,4.812
23.435,4.744
23.437,4.764
23.439,4.404
23.441,4.084
23.443,4.24
23.444,3.58
23.446,3.636
23.448,3.56
23.45,3.664
23.452,3.52
23.454,3.512
23.456,3.696
23.457,3.44
23.46,3.584
23.462,3.756
23.464,4.7
23.466,5.164
23.468,5.276
23.47,4.776
23.472,5.04
23.474,4.856
23.476,4.012
23.477,4.476
23.479,4.128
23.481,3.572
23.483,3.388
23.485,3.736
23.487,3.832
23.489,3.472
23.491,3.88
23.493,3.436
23.495,3.524
23.497,3.664
23.499,3.584
23.501,3.408
23.503,4.496
23.505,5.216
23.507,5.172
23.509,4.904
23.511,4.72
23.513,4.792
23.515,4.156
23.517,3.992
23.519,4.448
23.521,3.644
23.523,3.448
23.525,3.636
23.528,3.584
23.531,3.828
23.532,3.52
23.534,3.508
23.536,3.82
23.538,3.472
23.54,3.52
23.542,4.776
23.544,5.328
23.546,5.164
23.548,4.596
23.55,4.756
23.553,4.232
23.555,4.312
23.556,4.36
23.558,3.908
23.56,3.572
23.562,3.408
23.564,3.632
23.566,3.604
23.568,3.244
23.569,3.616
23.571,3.42
23.573,3.328
23.575,3.724
23.577,3.96
23.579,5.0
23.581,5.104
23.583,5.012
23.585,4.248
23.587,4.66
23.589,4.516
23.591,4.208
23.593,4.404
23.595,3.748
23.597,3.908
23.599,3.728
23.6,3.644
23.602,3.704
23.604,3.656
